County,State,B20004001,B20004002,B20004003,B20004004,B20004005,B20004006,B20004007,B20004008,B20004009,B20004010,B20004011,B20004012,B20004013,B20004014,B20004015,B20004016,B20004017,B20004018
Lincoln,nc,32251,20099,28733,34093,43786,65795,39030,21317,33734,46267,57009,96364,27389,18680,23213,27802,36229,55938
McDowell,nc,27259,19252,25780,27230,44063,45057,31164,21641,30136,29970,46705,51324,23711,12633,20973,25000,32128,38750
Macon,nc,25294,20017,21798,25042,38359,43750,27110,20851,23650,29554,45833,45759,23088,14476,20208,22250,35298,42790
Madison,nc,28911,11900,26023,30476,45694,44527,33870,16359,31269,35805,51829,44282,23390,10947,17723,27722,37632,52768
Martin,nc,26673,17781,24569,26682,40360,52625,31342,25867,29090,34088,42692,75094,21846,7260,20598,21803,34610,52446
Mecklenburg,nc,37094,18193,25473,32539,51175,65831,42964,20385,29110,37639,64680,86733,32095,15153,21438,29285,41395,52557
Mitchell,nc,26997,16672,26702,28265,38465,34250,30838,17410,31577,35792,32333,34700,22050,2499,22729,20605,39643,19583
Montgomery,nc,24095,15578,23461,23333,45838,50743,27358,16581,30154,29763,53319,70968,21048,13655,16800,20254,40911,44891
Moore,nc,31530,14709,25882,30337,41926,54133,40022,18496,30422,40205,58147,78750,25855,8930,18792,25106,34627,43259
Nash,nc,30992,16836,26998,31492,42287,53592,35487,19208,32067,36802,51764,69485,27842,13331,22343,28638,37477,49869
New Hanover,nc,32273,15517,26311,30130,41038,57997,38257,16684,30943,35447,49806,77181,28407,13950,21525,26138,35497,47864
Northampton,nc,27943,14290,29872,28661,33977,55000,32288,20449,35983,30997,48611,58603,25004,11137,18750,27638,31161,41944
Onslow,nc,31231,16554,28466,31260,42659,60150,38327,20339,35007,37259,55817,73420,22794,10346,19040,23161,30277,53100
Orange,nc,40374,15558,25252,31504,42600,67106,44777,16423,28095,32466,50473,95654,35833,13032,21002,30760,38060,51017
Pamlico,nc,27767,16000,23630,24519,41422,49063,36841,22574,37701,36333,77292,50869,21195,13906,15000,21583,30286,43333
Pasquotank,nc,28482,18303,23037,28714,36333,55481,32277,23006,29471,35430,45903,65238,24481,13722,16589,20738,33941,53915
Pender,nc,28955,17558,26875,28039,40103,56364,37440,23843,34829,37712,51500,86087,22480,5797,20638,21875,33768,49961
Perquimans,nc,30098,12863,27416,29545,42138,48793,36250,13145,38750,40000,37857,106111,22011,12581,18419,21419,53994,47586
Person,nc,31339,17009,29455,32170,41726,53409,35195,19656,34767,39936,51544,67750,27993,14744,23370,27902,40000,51042
Pitt,nc,31777,15598,23196,31389,42148,59978,36201,17271,27209,39202,48085,71974,28853,12296,20614,27378,37486,52014
Polk,nc,28859,16472,29107,27434,34423,43347,31368,20663,36576,26563,42634,48854,26250,13263,21715,27618,31599,42753
Randolph,nc,30055,19722,27774,31749,41090,51621,33895,21906,32325,38956,48659,62651,25884,14831,22474,27426,35755,46134
Richmond,nc,26141,15693,22878,28093,40848,48438,28532,16752,27046,36241,50833,46651,22872,12310,18433,25582,35459,50714
Robeson,nc,24775,16904,23084,25137,40923,54265,27691,18987,26616,32036,45084,62649,22182,14048,19413,21862,36567,52650
Rockingham,nc,28873,17577,27404,30794,39700,60074,32134,20034,31327,36665,46082,73611,25263,15811,23002,25763,36121,52228
Rowan,nc,30427,20109,27555,30361,41679,52854,35015,23120,31852,38212,49109,58340,25133,14045,21101,25429,36170,49718
Rutherford,nc,27150,17615,23837,27620,38729,45625,31699,21508,30230,35424,42712,50313,21775,13565,18683,20355,36547,45320
Sampson,nc,27672,16954,27323,28810,39022,55538,31547,19631,33200,33440,43536,67740,22072,12785,18681,23963,33065,54091
Scotland,nc,27207,18451,22858,26289,39428,51553,32283,19333,24611,40488,54722,63421,23474,15288,19276,22018,31398,44596
Stanly,nc,31093,20678,29349,30825,41538,48372,35520,23951,33656,37450,49715,52784,26476,13532,21466,26654,37223,47663
Stokes,nc,30580,19936,28443,32216,40724,51114,34477,23458,35505,39934,41049,57760,26123,13750,22062,27577,40447,50856
Surry,nc,27467,16807,25775,28742,36747,52009,31757,21649,30636,40151,46796,59769,23021,12229,20630,24112,33177,50838
Swain,nc,30780,17540,25679,32450,48616,57500,35890,25278,29988,35068,61129,50875,25400,11648,18013,28750,44047,64531
Transylvania,nc,24318,12579,20939,26971,33906,45467,25977,11646,21007,34120,41096,47191,23262,13341,20664,24510,27407,37105
Tyrrell,nc,27128,14250,26500,30763,36042,45662,26042,22659,31477,30377,28289,48333,28239,9934,16806,31250,40882,45368
Union,nc,38791,19887,30891,37582,52830,64402,47592,23014,38054,47752,73213,96229,30343,14050,24142,30075,38567,47854
Vance,nc,27780,16858,26529,28875,41466,53598,30853,22121,29695,33043,41593,72404,25664,10543,24126,26006,41405,50357
Wake,nc,42057,17904,27771,35047,51901,70557,51062,20543,31505,42447,65625,90731,35145,14533,24591,30535,41956,54488
Warren,nc,27170,15245,25497,29962,37336,51192,30464,18882,29023,36453,27708,58864,24918,5862,20354,25547,38424,50843
Washington,nc,27509,22466,23057,27214,34015,48649,32713,27105,26311,35203,41154,128824,24098,5781,17448,22255,33864,41215
Watauga,nc,29550,16656,23099,25077,32024,50796,31383,18423,27019,25442,33902,61389,26374,15865,19005,24702,29420,45137
Wayne,nc,28700,17464,25044,30210,39996,52105,32300,20007,28196,36561,45676,68750,25782,11934,20016,26543,36804,46221
Wilkes,nc,25239,16396,23579,27356,38571,51591,27270,18169,25812,31097,44038,68207,22905,14800,21204,25006,36053,42366
Wilson,nc,28524,15939,24076,30712,45144,50086,32137,19749,28770,37522,59042,71250,25653,9032,19869,27514,38715,42083
Yadkin,nc,29196,19220,26745,31072,43130,46473,33441,21435,31806,37778,51250,67171,25454,15079,22458,25824,39313,42708
Yancey,nc,25354,17457,24671,25124,29432,39813,29013,20396,27665,32022,36042,51563,19677,14537,20214,18150,27841,36196
Adams,nd,30025,6667,23158,31642,36750,41875,33456,2499,26250,33611,41615,52500,26085,6667,19271,29531,31000,35938
Barnes,nd,33556,27500,30603,36341,30941,50150,43646,30600,44706,46571,41211,51000,24926,16364,19185,25652,26623,50056
Benson,nd,25172,12738,19919,27299,37188,37431,30425,13194,26420,38295,43958,36806,20000,12404,12596,22908,34821,40625
Billings,nd,31071,11458,27019,35208,36750,32917,36000,11667,26635,44167,45893,NA,25833,7250,33500,18611,25250,32143
Bottineau,nd,32139,19286,29716,31795,40272,61544,44936,25446,38919,43036,55000,92974,24157,4955,19063,24474,27083,44167
Bowman,nd,33289,12500,31875,34375,39479,28750,45769,45156,45000,53854,43482,20714,21033,9338,19063,21375,28750,52143
Burke,nd,37500,15000,32841,46250,42639,51250,58235,33594,61750,59444,54500,21250,22857,4375,20192,22500,36458,51563
Burleigh,nd,37322,16288,27711,33800,45568,55291,45420,20384,36200,43530,56504,67295,30256,13700,22062,27309,39401,50356
Cass,nd,36003,21299,29935,33215,40428,62241,42878,24848,36066,40198,49433,77063,30584,14795,21811,28196,35304,55457
Cavalier,nd,32298,16071,24250,34010,37292,56250,42572,15000,37292,45583,52778,61607,21901,18182,13813,21439,33125,38750
Dickey,nd,27340,25250,24048,25776,35313,35417,36689,30714,35000,31875,50662,37083,21077,4479,17571,22455,27171,24286
Divide,nd,31944,16042,27679,30188,39773,43750,46818,18750,48036,46190,68295,41250,25236,11250,22778,21250,31458,48036
Dunn,nd,30229,39643,26382,29148,31083,50000,44974,42000,43125,50268,46042,18250,19048,14375,13000,19167,18906,58162
Eddy,nd,29773,23661,25163,29091,36349,38281,32415,27500,23750,35729,40000,18750,25053,17083,26167,23272,32321,39531
Emmons,nd,26725,20694,20827,29191,40364,53750,31844,25486,26989,36838,43304,39688,22067,11000,14615,25985,39028,75114
Foster,nd,33961,20750,25917,35028,47813,48750,50085,22250,36694,50664,64688,63250,25786,13500,17273,23690,36771,26786
Golden Valley,nd,29911,11184,31250,26793,31314,53750,36563,18750,40357,40313,51875,36429,24570,10987,22708,23125,31218,57143
Grand Forks,nd,34426,21640,26047,32570,40127,58016,41404,26743,33094,40263,47070,68772,29195,16917,20327,26799,34579,47987
Grant,nd,28542,20000,25952,28857,36964,40341,37639,26458,30875,42813,45227,16591,26197,4750,20804,26033,33542,41932
Griggs,nd,31813,30625,25282,33865,36912,31667,35625,32321,31971,37125,48125,32143,25197,10625,14868,32524,28750,21250
Hettinger,nd,26448,9821,25917,24500,37589,40673,35777,9688,31548,33750,48750,41023,16409,10000,14500,17500,30156,4375
Kidder,nd,26964,18603,26100,30250,31597,38500,32955,25156,30909,40268,41500,34286,20391,7417,14375,17813,27417,43333
LaMoure,nd,31368,22656,27961,30291,39750,45250,43568,27500,32321,50592,52292,75750,22750,17813,25000,21058,26731,38125
Logan,nd,29375,13250,30000,28819,42159,42500,36895,15500,38750,33333,52361,50938,20958,2499,16250,22440,26875,38250
McHenry,nd,32224,30667,29048,30347,38092,59583,38231,33846,36161,41373,39808,31979,24647,9167,19400,20761,36607,61071
McIntosh,nd,24675,10804,19643,30093,29750,49250,35573,20417,26513,34265,49167,49875,18024,5750,14281,23981,20750,41538
McKenzie,nd,36882,15469,31571,34668,47263,42344,46458,25375,40573,47413,53059,48250,27829,4375,25069,27227,34917,42109
McLean,nd,31736,15288,29318,31330,41576,50000,43638,17917,39688,44650,54286,58438,22063,13462,16917,22147,32000,38750
Mercer,nd,37175,20735,28036,36920,44444,83625,63974,43750,51094,64375,72250,84000,19362,17188,13489,18730,32841,81563
Morton,nd,35106,24966,29633,34177,41772,51759,43575,30250,41671,42330,50357,60430,30215,20046,18914,30668,35927,49554
Mountrail,nd,35109,30313,30192,35369,40719,42917,46709,33750,40208,49318,59063,45227,27591,12841,19097,28475,34600,41726
Nelson,nd,28207,10536,27596,25610,33618,33625,34455,35625,40183,30347,33542,21875,21563,7917,13641,21486,35000,38571
Oliver,nd,39922,16979,41964,39464,42396,36750,51369,27083,53458,63125,49706,34167,20882,16458,15000,22095,9917,45469
Pembina,nd,32490,15865,28845,33997,42337,41375,37813,17308,36985,39500,60750,40625,27151,12250,22652,27868,34375,41563
Pierce,nd,28681,27778,24766,26897,43846,54286,34712,35900,31450,33311,48977,69688,23125,11667,14028,25046,26339,53661
Ramsey,nd,30162,24567,25942,27599,39183,44545,36187,26157,31993,35061,52021,52708,25256,16111,20288,22090,32917,40993
Ransom,nd,31695,24500,30580,30134,40536,58750,41525,30750,36731,42443,53716,46250,25093,9583,23375,21982,28674,59135
Renville,nd,32324,25333,30114,32240,43676,48750,45294,26667,37083,45893,53889,61250,25022,20000,20313,24205,38750,21250
Richland,nd,33896,24659,30244,31792,44324,57137,42988,31806,36798,43429,55833,72813,25594,10132,19573,23542,39750,55750
Rolette,nd,30254,20579,23012,28897,42034,54643,31995,26450,27045,30638,44485,70417,27631,14545,20841,28214,40875,49861
Sargent,nd,33811,47500,30213,32138,36394,40781,42193,51618,38350,46438,47917,56250,22602,11429,21190,20608,32614,39375
Sheridan,nd,25595,31250,19135,24643,40833,24583,30263,35313,28000,26625,53750,31875,19286,5000,14102,18000,39063,22500
Sioux,nd,25410,17232,14141,22895,36507,56250,27625,17411,26161,22292,44712,73750,23879,12292,8375,23516,35368,56161
Slope,nd,29167,10650,31607,26875,40625,31786,31573,10950,40625,31534,52500,4375,20179,2499,17143,15208,27083,42500
Stark,nd,35296,18281,29177,36791,37948,53281,46096,26129,40549,51356,52500,69107,24638,10329,20389,24643,29243,50968
Steele,nd,27348,21080,26056,35000,27981,21786,38711,32188,34688,42333,22361,48000,20346,20278,14934,20978,28077,12500
Stutsman,nd,31903,23351,29975,30682,38104,51219,38800,30242,36940,41479,45625,48816,25983,15148,23818,22004,35355,63650
Towner,nd,31190,34167,26292,31302,34688,53269,43875,39250,30938,44444,53333,53977,24310,20833,22981,19676,29485,47917
Traill,nd,34291,21000,32127,30849,40236,41742,41220,33472,39264,41150,48150,44583,25410,9191,20147,23110,32981,41111
Walsh,nd,30438,19141,26596,33784,41086,44620,36662,25406,30102,40116,46250,53125,24349,11813,17731,25795,38092,41389
Ward,nd,32347,25582,27418,31889,38649,56074,40861,26500,32381,41887,48934,63111,26368,20774,20817,25385,32493,46651
Wells,nd,28932,16935,26205,28155,40385,29861,40368,16964,35395,40913,59375,14688,21798,16875,22153,20060,36250,30313
Williams,nd,40414,31307,34980,36543,44867,64444,56223,44896,50032,56941,68699,86531,25962,20538,18507,24497,40156,48487
Adams,oh,27003,20998,23790,29907,42238,57344,33970,27676,32127,38545,46146,68423,21951,17357,16491,25778,40625,47083
Allen,oh,30664,17672,25928,30372,46449,54353,38688,22051,34100,40664,57290,66771,23313,11553,19812,23586,33760,45858
Ashland,oh,29681,21285,26356,27355,38448,54917,35527,26032,32887,38679,48026,60687,23947,12300,21380,22583,32623,50125
Ashtabula,oh,27573,18957,24939,31280,37784,50825,33325,22046,31618,40380,49352,44674,22228,14272,19535,25660,32270,53875
Athens,oh,29442,18348,24761,28750,32279,46843,33323,20462,29000,33458,36889,57756,23549,16679,18762,23557,24461,40547
Auglaize,oh,33568,18239,30743,33834,39794,58606,41690,29104,38589,44556,51829,70114,25699,12250,22151,25996,31756,51143
Belmont,oh,27214,13319,23859,29261,42097,49758,32840,12930,31002,37735,53815,57078,22303,13974,18078,23628,34902,45453
Brown,oh,29107,20244,26919,32130,35428,54868,34810,21441,34254,38125,43713,57214,24931,16830,21921,28553,34176,53566
Butler,oh,37441,21324,30125,36466,53386,66057,44706,23731,36623,43859,69039,82416,30633,18058,24057,30397,41138,56224
Carroll,oh,30179,18214,27606,33846,35789,50583,37023,27230,36027,41821,43218,38068,20935,10476,17800,24619,28839,61100
Champaign,oh,33036,17500,31103,33076,48029,54702,40313,19435,38694,42639,57500,61094,24849,11818,20547,25219,39576,49856
Clark,oh,30774,16061,27047,30753,42901,59742,38410,19577,35920,39162,53115,67762,25422,12599,21806,25724,38963,55362
Clermont,oh,37311,24598,29935,36586,56869,68261,45697,29225,36299,44913,75879,83199,30217,17902,23230,30788,41596,56813
Clinton,oh,31055,19583,28223,31545,46524,57005,37875,26366,33487,40217,53287,68897,25197,16368,21022,27330,41431,52531
Columbiana,oh,28271,19109,25700,29099,40013,55147,35623,23671,32485,40224,53370,65896,21325,13262,17638,22503,28971,52294
Coshocton,oh,29122,23496,25820,30553,38914,53762,36693,25977,33794,43990,45821,54939,21939,17647,19043,22911,29434,52996
Crawford,oh,28100,17961,24365,31303,41595,51673,35615,19311,33239,41326,43327,65096,22114,13153,18867,24631,38000,47222
Cuyahoga,oh,34518,17250,26707,31564,47109,64734,41232,20667,31472,37098,56733,80263,30183,14910,22144,28373,39655,54677
Darke,oh,30635,19828,28265,30369,44846,52500,38909,27031,36095,41298,57639,67596,23752,13397,20833,24411,33482,48114
Defiance,oh,31229,21010,27416,31780,39714,55466,39048,28962,35025,39089,51523,59668,24279,18277,17296,26794,32311,51094
Delaware,oh,53288,17650,32013,43634,66596,78056,67094,19611,41557,54816,85659,94926,39332,14601,26174,32929,47561,64045
Erie,oh,31869,14440,26957,32903,42123,60359,40310,17300,33387,44494,50370,71801,26291,13239,21225,27433,32321,53568
Fairfield,oh,37356,20057,28176,35598,52170,66831,45373,21366,36415,44969,68534,77971,29687,16233,20860,28014,40211,58343
Fayette,oh,28909,17420,25242,32917,35000,62868,34441,20491,32135,41733,50083,66700,21682,11709,19802,24447,32675,56200
Franklin,oh,36630,18788,28192,33116,48414,63443,41715,21396,31330,37397,55860,73416,32671,15153,25103,30636,41611,54535
Fulton,oh,32173,23970,30268,31787,43559,55739,39510,28733,34695,43114,54853,59797,25458,15143,22522,24263,37742,53250
Gallia,oh,30667,15386,26688,32790,41193,55755,35916,18512,33650,41863,48217,56199,21966,10919,18569,21939,37458,55368
Geauga,oh,40196,27166,30958,36229,54960,72975,50833,32321,38466,47766,75637,90000,30819,14458,22542,28799,38111,56473
Greene,oh,39959,19144,28171,34116,50158,72960,50756,25756,35066,43593,61007,87738,30569,11963,23254,26984,39278,61552
Guernsey,oh,29329,16791,27035,30477,39306,56629,35293,20495,33660,37052,50529,75509,22324,12523,18450,24728,30000,52480
Hamilton,oh,36299,20191,28296,32470,48722,66443,43073,22946,32878,38085,58580,83163,30933,16666,24131,28819,39999,54363
Hancock,oh,33027,20165,30236,31506,45116,59885,40009,21373,35705,39903,56823,73913,26681,17450,22407,25154,34855,52222
Hardin,oh,30452,17845,27599,34681,42041,49280,36660,23264,33485,44272,52647,50810,25474,8399,21408,25875,35611,44870
Harrison,oh,26550,10000,26658,26657,36217,47500,39111,15694,40807,41080,43333,42500,17892,9286,13750,19252,27099,51125
Henry,oh,31515,21341,28393,30743,48422,59821,41055,23000,37734,38965,58929,70000,23527,20385,19558,24625,35991,51964
Highland,oh,29115,18326,27359,30725,42926,52276,34193,21618,32301,36122,44522,69167,21734,13902,20885,20213,38060,49517
Hocking,oh,30692,15320,26113,32425,43379,47875,36133,14950,34953,39126,44007,54896,24473,18438,19087,26433,43152,46806
Holmes,oh,28159,28785,26820,25499,30900,58800,35698,35425,34193,35316,40962,64107,18814,11019,19947,18469,27148,50000
Huron,oh,31313,14659,30119,32206,41106,64124,38622,16773,37000,43888,51892,70337,23727,10659,21070,25386,33995,59844
Jackson,oh,29455,16067,24931,31210,40881,52679,35030,22361,31621,38322,47356,51483,22246,11250,18468,21714,36607,53214
Jefferson,oh,29427,17626,26087,29692,42787,46250,36418,21308,32630,40988,50870,47697,22434,14886,16449,22913,39265,45902
Knox,oh,31913,21037,27914,35258,41625,58618,38539,24410,33577,44516,54881,66266,26091,15656,20885,28227,34708,50517
Lake,oh,37033,18596,30561,36156,50596,69108,45064,24152,37445,43803,61587,79648,30634,14639,23785,30834,40052,60362
Lawrence,oh,30203,17865,26383,31437,41277,53958,35679,21996,31013,42896,50829,54875,24781,13512,20316,26514,38564,53304
Licking,oh,35512,21413,28071,35508,52870,62880,42157,24441,35324,43294,63351,72163,28814,16567,21852,29443,43890,58363
Logan,oh,30569,21071,28817,32747,44943,50463,37251,22262,34242,41602,55089,52118,24702,16000,20924,25941,27524,46386
Lorain,oh,34588,18284,27509,35319,50849,65877,43205,21553,36251,44474,65296,76905,27347,13968,21444,28503,38555,60817
Lucas,oh,31544,16525,25895,30430,45275,58832,38826,21119,31308,38038,57348,71849,26241,12802,21202,25441,37104,52222
Madison,oh,33476,20152,29509,34032,50606,62269,39696,23952,34188,42486,66326,79205,29257,10417,22308,30058,35994,51786
Mahoning,oh,30065,15849,23995,29301,42147,54710,36709,19022,30974,37328,52587,64151,24180,13840,19726,23222,34575,52769
Marion,oh,30043,16816,27496,30533,41183,53250,34536,18268,33416,36032,53280,62298,24728,14679,19881,26734,34750,45509
Medina,oh,40449,22585,30217,37700,53549,69547,52920,29612,41453,51243,70623,85298,29642,14090,21494,28718,36881,56914
Meigs,oh,27390,14783,23621,31763,37030,42905,36483,14591,31209,44142,44315,46176,22829,17619,15642,24840,27006,39946
Mercer,oh,33182,21856,30644,33982,44063,53362,41399,31480,39172,42045,55640,62188,25104,15917,20603,27385,33464,50662
Miami,oh,33446,23649,28434,32175,49479,65285,41918,28844,35699,42461,61004,82930,25810,14750,20436,25561,40390,53333
Monroe,oh,29058,22885,27683,30250,32159,46000,41019,36094,39120,43078,61103,46250,20411,18264,17928,21563,21339,42188
Montgomery,oh,32126,16810,25802,30753,46590,64373,38239,17967,30104,36747,55947,78495,27904,15391,21934,26643,39547,55043
Morgan,oh,28234,13922,25637,34919,31071,50167,34240,18750,29817,41667,54783,22375,21097,11250,17371,25026,20577,52500
